CNV Identifier	Chrmosome	Narrow Region Start	Narrow Region End	Wide Region Start	Wide Region End	Frequency	num_samples
28533	chr5	1022798	1025877	1022798	1025877	59.61	2444
28540	chr5	1272638	1273963	1272638	1273963	17.68	204
28570	chr5	1627139	1628838	1627139	1628838	30.47	1044
28585	chr5	1924586	1925201	1924586	1925201	69.85	2382
28586	chr5	1924604	1925065	1924604	1925065	93.58	1442
28618	chr5	2862571	2863349	2862571	2863349	19.57	226
28626	chr5	3323307	3324072	3323307	3324072	13.81	159
28637	chr5	3637895	3639591	3637895	3639591	38.68	743
28655	chr5	5610673	5610961	5610673	5610961	14.84	171
28670	chr5	7371559	7372785	7371559	7372785	21.86	252
28673	chr5	7907578	7908052	7907578	7908052	8.55	164
28676	chr5	8027060	8027356	8027060	8027356	24.14	463
28706	chr5	10273282	10275384	10273282	10275384	45.39	1512
28707	chr5	10273896	10274880	10273896	10274880	64.12	981
28712	chr5	10574917	10575361	10574917	10575361	68.63	2328
28750	chr5	12427015	12428771	12427015	12428771	5.55	185
28776	chr5	14540780	14541800	14540780	14541800	5.11	131
28886	chr5	18873324	18874985	18873324	18874985	8.6	426
28895	chr5	19078544	19079032	19078544	19079032	23.37	778
28882	chr5	19375203	19376625	19375203	19376625	37.11	1280
28889	chr5	19375312	19376382	19375312	19376382	21.54	359
28899	chr5	20018895	20019206	20018895	20019206	6.67	128
28900	chr5	20990982	20991181	20990982	20991181	12.51	240
28879	chr5	21375479	21377334	21375479	21377334	5.76	148
28907	chr5	21611853	21614775	21611853	21614775	7.51	370
28922	chr5	22796609	22796928	22796609	22796928	19.92	387
28931	chr5	23902961	23905238	23902961	23905238	36.47	1778
28960	chr5	25821742	25822828	25821742	25822828	5.1	137
28981	chr5	27524500	27526299	27524500	27526299	6.9	410
28989	chr5	28356941	28357230	28356941	28357230	37.43	728
29008	chr5	30915524	30916060	30915524	30916060	38.31	1313
29027	chr5	33111781	33112825	33111781	33112825	10.75	371
29030	chr5	33200859	33201171	33200859	33201171	72.51	852
29037	chr5	34304786	34307907	34304786	34307907	36.99	719
29062	chr5	37293798	37294131	37293798	37294131	19	369
29104	chr5	42165927	42167769	42165927	42167769	43.52	836
29123	chr5	44795007	44795582	44795007	44795582	49.01	1651
29132	chr5	45527065	45527870	45527065	45527870	23.58	1168
29154	chr5	45964597	45968648	45964597	45968648	9.8	251
29160	chr5	46144215	46145986	46144215	46145986	45.07	1475
29156	chr5	46195900	46199427	46195900	46199427	7.33	211
29158	chr5	46271008	46273502	46271008	46273502	18.56	256
29183	chr5	52458952	52459686	52458952	52459686	19.76	827
29204	chr5	55870783	55871084	55870783	55871084	5.82	106
29237	chr5	59947779	59949262	59947779	59949262	10.68	205
29235	chr5	60001472	60003868	60001472	60003868	49.65	1680
29236	chr5	60001818	60003423	60001818	60003423	26.59	977
29250	chr5	61574799	61576531	61574799	61576531	6.28	304
29251	chr5	61575524	61576317	61575524	61576317	6.69	103
29372	chr5	77880803	77881127	77880803	77881127	11.42	211
29381	chr5	78277726	78278045	78277726	78278045	56.41	651
29390	chr5	79013701	79014009	79013701	79014009	30.64	596
29419	chr5	81566079	81569472	81566079	81569472	8.83	294
29421	chr5	82063264	82066166	82063264	82066166	17.8	593
29429	chr5	82482755	82483061	82482755	82483061	43.84	505
29441	chr5	83950786	83954673	83950786	83954673	8.5	130
29455	chr5	86115365	86118964	86115365	86118964	20.4	1239
29457	chr5	86245991	86247125	86245991	86247125	10.81	533
29465	chr5	87112053	87113128	87112053	87113128	9.07	241
29478	chr5	89003715	89004039	89003715	89004039	11.55	296
29487	chr5	90574692	90574985	90574692	90574985	64.4	758
29494	chr5	91480767	91481128	91480767	91481128	66.96	772
29523	chr5	95966486	95967333	95966486	95967333	27.55	918
29522	chr5	97401557	97402759	97401557	97402759	37.07	1814
29536	chr5	98345116	98347479	98345116	98347479	55.2	2687
29549	chr5	98868035	98869032	98868035	98869032	16.23	187
29599	chr5	101693795	101694723	101693795	101694723	61.34	2042
29639	chr5	104966908	104967262	104966908	104967262	10.35	201
29651	chr5	105894354	105896039	105894354	105896039	11.54	480
29655	chr5	106324751	106326436	106324751	106326436	45.38	2242
29675	chr5	109460576	109467308	109460576	109467308	11.5	383
29679	chr5	110694919	110695353	110694919	110695353	71.61	2431
29691	chr5	112224228	112226890	112224228	112226890	11.42	391
29724	chr5	114756269	114758140	114756269	114758140	22.95	244
29800	chr5	119380316	119382703	119380316	119382703	42.02	700
29840	chr5	124363835	124364161	124363835	124364161	35.37	416
29848	chr5	125496693	125498752	125496693	125498752	16.72	321
29864	chr5	127172318	127173286	127172318	127173286	82.59	2154
29866	chr5	127335935	127336913	127335935	127336913	40.08	1989
29878	chr5	128378680	128378992	128378680	128378992	14.99	288
29883	chr5	128881302	128884141	128881302	128884141	5.74	147
29905	chr5	133134134	133137606	133134134	133137606	7.07	287
29906	chr5	133134679	133136485	133134679	133136485	20.56	1015
29925	chr5	136854554	136856558	136854554	136856558	76.64	2628
30002	chr5	144871903	144872806	144871903	144872806	20.65	1018
30003	chr5	144994872	144995191	144994872	144995191	12.72	244
30005	chr5	145792432	145793413	145792432	145793413	9.37	240
30011	chr5	146394713	146397307	146394713	146397307	5.43	253
30012	chr5	146622653	146623086	146622653	146623086	45.08	1544
30020	chr5	147553094	147554650	147553094	147554650	45.64	717
30035	chr5	149441744	149442170	149441744	149442170	19.04	652
30037	chr5	149746190	149746517	149746190	149746517	34.2	657
30052	chr5	150880821	150883029	150880821	150883029	8.7	362
30079	chr5	153805391	153807222	153805391	153807222	29.52	1011
30086	chr5	155311784	155312578	155311784	155312578	37.84	1878
30115	chr5	159022306	159022987	159022306	159022987	16.17	554
30143	chr5	162861764	162863299	162861764	162863299	18.34	906
30147	chr5	163665021	163666462	163665021	163666462	8.24	406
30148	chr5	163665467	163666676	163665467	163666676	9.29	152
30165	chr5	166402762	166403633	166402762	166403633	15.54	533
30166	chr5	166402804	166403337	166402804	166403337	8.64	133
30223	chr5	172973009	172974750	172973009	172974750	20.49	1017
30262	chr5	176495010	176496254	176495010	176496254	14.33	706
30265	chr5	176533774	176535531	176533774	176535531	8.34	214
30284	chr5	177405751	177406550	177405751	177406550	85.48	2243
30285	chr5	177521924	177524123	177521924	177524123	11.25	130
30292	chr5	177821731	177824061	177821731	177824061	5.79	137
30304	chr5	178111399	178113119	178111399	178113119	8.25	294
30305	chr5	178118291	178119256	178118291	178119256	23.96	821
4698	chr5	178838942	178839817	178838942	178839817	18.38	283
30319	chr5	178838942	178839750	178838942	178839750	7.79	120
30324	chr5	179067099	179067859	179067099	179067859	6.57	126
30339	chr5	179847339	179848566	179847339	179848566	8.92	297
30357	chr5	180561664	180563036	180561664	180563036	7.1	182
30360	chr5	180591001	180596624	180591001	180596624	10.89	279
30363	chr5	180680085	180681429	180680085	180681429	28.05	934
28466	chr5	18384	23033	18384	23033	6.32	162
28515	chr5	747831	753494	747831	753494	21.69	229
4383	chr5	814446	825367	814446	825367	20.04	724
28534	chr5	1178218	1180640	1178218	1180640	30.94	1531
28591	chr5	1968393	1971584	1968393	1971584	42.19	821
28651	chr5	5107849	5109890	5107849	5109890	5.84	156
28674	chr5	7917043	7920558	7917043	7920558	7.33	361
28743	chr5	12811019	12820529	12811019	12820529	40.93	1716
28760	chr5	13416564	13422888	13416564	13422888	21.68	416
28787	chr5	15719333	15721048	15719333	15721048	11.55	758
28788	chr5	15719657	15721225	15719657	15721225	6.83	250
28795	chr5	16149989	16150863	16149989	16150863	6.77	277
28801	chr5	16869751	16870788	16869751	16870788	5.28	181
28868	chr5	20419696	20428723	20419696	20428723	5.67	146
4450	chr5	21477499	21488057	21477499	21488057	23.61	488
28880	chr5	21450188	21452511	21450188	21452511	41.19	2230
28962	chr5	25889792	25892379	25889792	25892379	7.6	195
28985	chr5	28216635	28225276	28216635	28225276	5.15	267
28988	chr5	28218887	28222685	28218887	28222685	12.92	156
29001	chr5	29530195	29540080	29530195	29540080	7.59	260
29108	chr5	42628549	42631031	42628549	42631031	31.46	1554
29109	chr5	42630001	42630980	42630001	42630980	23.81	639
29124	chr5	45004816	45014529	45004816	45014529	17.59	869
29145	chr5	45949701	45971917	45949701	45971917	9.98	256
29150	chr5	46270634	46275831	46270634	46275831	31.23	1856
29170	chr5	50234319	50239429	50234319	50239429	15.16	747
29201	chr5	55429204	55430346	55429204	55430346	40	1972
4505	chr5	57324018	57337391	57324018	57337391	6.97	891
29211	chr5	57320304	57338103	57320304	57338103	16.65	2476
29213	chr5	57323382	57333750	57323382	57333750	18.8	3211
29214	chr5	57679811	57686361	57679811	57686361	11.33	102
29218	chr5	57859441	57860022	57859441	57860022	7.72	148
29221	chr5	57955839	57959516	57955839	57959516	6.28	233
29222	chr5	57956046	57959280	57956046	57959280	5.27	228
29234	chr5	59948732	59951851	59948732	59951851	19.39	664
29281	chr5	65028072	65030373	65028072	65030373	27.12	929
4555	chr5	68821631	68854527	68821631	68854527	48.18	1719
4553	chr5	69341815	69382938	69341815	69382938	16.1	333
4561	chr5	69316084	69343660	69316084	69343660	22.93	473
4556	chr5	70328684	70358740	70328684	70358740	13.86	286
4583	chr5	70306506	70313289	70306506	70313289	21.52	544
29325	chr5	70368390	70391629	70368390	70391629	41.88	1677
29378	chr5	78109796	78111867	78109796	78111867	5.82	338
4598	chr5	83948423	83955213	83948423	83955213	21.68	258
29440	chr5	83947914	83955374	83947914	83955374	59.83	2679
29470	chr5	87378227	87382127	87378227	87382127	18.72	927
29546	chr5	98840091	98842784	98840091	98842784	31.46	1520
29630	chr5	103853413	103860549	103853413	103860549	59.28	1521
29649	chr5	106228066	106234230	106228066	106234230	8.66	546
29650	chr5	106236882	106239672	106236882	106239672	59.16	1482
29673	chr5	109459917	109478777	109459917	109478777	14.78	379
29716	chr5	114254974	114262088	114254974	114262088	12.08	491
29719	chr5	114324928	114335748	114324928	114335748	28.47	976
29766	chr5	117387158	117394223	117387158	117394223	8.56	531
29783	chr5	119038075	119041695	119038075	119041695	11.53	395
29796	chr5	119379916	119382748	119379916	119382748	47.57	2351
29797	chr5	120649376	120652360	120649376	120652360	8.49	226
29811	chr5	121059231	121060007	121059231	121060007	74.06	2495
29821	chr5	121575894	121581133	121575894	121581133	26.21	503
29867	chr5	127407193	127411156	127407193	127411156	43.9	1478
29868	chr5	127408045	127410373	127408045	127410373	14.8	527
29869	chr5	127409375	127410767	127409375	127410767	12.66	195
29903	chr5	132918693	132925197	132918693	132925197	23.83	458
29915	chr5	135115144	135120705	135115144	135120705	40.39	1966
29924	chr5	136851112	136857393	136851112	136857393	100	2506
29955	chr5	140222242	140239243	140222242	140239243	7.11	466
29957	chr5	140229790	140235882	140229790	140235882	5.05	129
29958	chr5	140223385	140230302	140223385	140230302	5.27	114
4663	chr5	140554513	140560187	140554513	140560187	29.31	1184
30045	chr5	150177443	150183453	150177443	150183453	13.34	534
30047	chr5	150177601	150181589	150177601	150181589	16.18	965
30042	chr5	150205194	150223322	150205194	150223322	15.19	352
30043	chr5	150211610	150223733	150211610	150223733	7.71	276
30050	chr5	150789474	150793885	150789474	150793885	5.69	151
30051	chr5	150789745	150792648	150789745	150792648	29.75	1241
30054	chr5	151249047	151253195	151249047	151253195	6.91	281
30057	chr5	151456407	151463429	151456407	151463429	11.65	104
30058	chr5	151514802	151518868	151514802	151518868	12.92	848
30090	chr5	155474568	155486746	155474568	155486746	9.48	146
30091	chr5	155472549	155482222	155472549	155482222	8.19	113
30093	chr5	155488927	155494981	155488927	155494981	7.04	135
30127	chr5	160588805	160590305	160588805	160590305	22.19	1093
30128	chr5	160589005	160590017	160589005	160590017	18.07	301
30191	chr5	170129819	170131346	170129819	170131346	31.88	1574
30212	chr5	172350034	172350212	172350034	172350212	14.25	164
30235	chr5	174129823	174131995	174129823	174131995	12.79	438
30259	chr5	176387578	176390181	176387578	176390181	39.17	752
30277	chr5	177227412	177236356	177227412	177236356	21.78	230
30278	chr5	177228836	177235888	177228836	177235888	86.12	1042
30279	chr5	177329345	177352731	177329345	177352731	16.76	177
30301	chr5	178106751	178113183	178106751	178113183	7.89	381
30302	chr5	178108593	178113763	178108593	178113763	29.21	1026
30309	chr5	178348352	178353194	178348352	178353194	7	338
30310	chr5	178386750	178391345	178386750	178391345	6.21	165
30355	chr5	180560460	180563141	180560460	180563141	5.7	210
30358	chr5	180569233	180569985	180569233	180569985	23.04	1119
4359	chr5	718901	865506	718901	865506	5.29	659
4362	chr5	680643	795575	680643	795575	5.16	720
4382	chr5	788138	797769	788138	797769	39.05	982
28976	chr5	26793983	26802032	26793983	26802032	43.85	1516
28977	chr5	26796780	26801345	26796780	26801345	17.44	622
29099	chr5	41599444	41600123	41599444	41600123	14.11	274
29270	chr5	63698344	63701372	63698344	63701372	12.5	616
29485	chr5	90499766	90502128	90499766	90502128	96.81	3982
29666	chr5	108594850	108601306	108594850	108601306	31.86	620
29952	chr5	140096767	140104053	140096767	140104053	8.01	213
30041	chr5	150200030	150225308	150200030	150225308	7.5	1246
30275	chr5	177155023	177216990	177155023	177216990	18.2	208
30347	chr5	180374598	180432394	180374598	180432394	8.39	1562
30432	chr6	3195374	3195958	3195374	3195958	10.5	269
30473	chr6	7012541	7012672	7012541	7012672	15.92	290
30534	chr6	11444338	11444651	11444338	11444651	18.39	353
30545	chr6	12664177	12664510	12664177	12664510	13.18	256
30556	chr6	14745281	14745689	14745281	14745689	90.86	2365
30592	chr6	18402111	18402923	18402111	18402923	54.89	3314
30607	chr6	19423613	19423851	19423613	19423851	32.52	624
30709	chr6	29513086	29513400	29513086	29513400	17.55	202
30802	chr6	31023165	31023635	31023165	31023635	28.91	975
30916	chr6	32559206	32559505	32559206	32559505	13.73	158
30906	chr6	32571292	32571687	32571292	32571687	23.63	272
30917	chr6	32571330	32571624	32571330	32571624	83.2	2164
30913	chr6	32585103	32585466	32585103	32585466	10.77	124
30915	chr6	32645119	32645448	32645119	32645448	11.42	208
30912	chr6	32749235	32749548	32749235	32749548	68.26	2340
30919	chr6	32795502	32795680	32795502	32795680	16.94	325
30928	chr6	33093406	33093738	33093406	33093738	30.99	595
30982	chr6	38498270	38498415	38498270	38498415	8.65	166
31008	chr6	42569618	42569779	42569618	42569779	10.9	209
31024	chr6	44613484	44613800	44613484	44613800	21	247
31082	chr6	51736109	51736804	51736109	51736804	36.82	1815
31102	chr6	53931083	53931869	53931083	53931869	29.13	668
31109	chr6	54780305	54780634	54780305	54780634	18.87	362
31148	chr6	57354304	57354513	57354304	57354513	8.03	154
31175	chr6	57618680	57618879	57618680	57618879	13.7	266
31283	chr6	67235262	67235605	67235262	67235605	35.91	414
31326	chr6	73152037	73152154	73152037	73152154	13.4	257
31353	chr6	74849680	74849812	74849680	74849812	10.77	124
31442	chr6	83676073	83676386	83676073	83676386	38.49	443
31456	chr6	86144298	86144632	86144298	86144632	22.4	258
31562	chr6	95400826	95400921	95400826	95400921	6.93	133
31566	chr6	96580133	96580235	96580133	96580235	8.19	157
31573	chr6	97487390	97487606	97487390	97487606	20.27	214
31575	chr6	97505053	97505370	97505053	97505370	18.85	217
31661	chr6	107124531	107124847	107124531	107124847	31.86	367
31673	chr6	108614257	108614618	108614257	108614618	23.89	275
31692	chr6	111295209	111295517	111295209	111295517	21.41	411
31718	chr6	115379162	115379379	115379162	115379379	27.63	318
31731	chr6	117780555	117780657	117780555	117780657	17.01	196
31752	chr6	121179098	121179243	121179098	121179243	28.58	521
31783	chr6	123763415	123763721	123763415	123763721	13.28	258
31821	chr6	128976346	128976564	128976346	128976564	52.91	609
31830	chr6	129737070	129737384	129737070	129737384	58.79	692
31926	chr6	141055171	141055748	141055171	141055748	8.73	430
31935	chr6	141549270	141549966	141549270	141549966	14.74	525
31989	chr6	148506312	148506447	148506312	148506447	17.47	335
31996	chr6	149632778	149632944	149632778	149632944	27.15	521
32008	chr6	150302658	150302804	150302658	150302804	14.93	272
32044	chr6	153932500	153932659	153932500	153932659	9.43	174
32053	chr6	154686526	154686804	154686526	154686804	26.2	503
32088	chr6	158992373	158992577	158992373	158992577	5.63	108
32099	chr6	159652108	159652422	159652108	159652422	60.88	702
32176	chr6	162725087	162725908	162725087	162725908	6.09	156
32219	chr6	167178530	167178669	167178530	167178669	7.98	153
32330	chr6	170038117	170038445	170038117	170038445	17.82	346
30377	chr6	666376	667821	666376	667821	60.87	2052
30385	chr6	666422	667778	666422	667778	53.79	880
30395	chr6	773628	774800	773628	774800	14.66	390
30402	chr6	1270712	1270998	1270712	1270998	26.54	509
30452	chr6	5037248	5039186	5037248	5039186	50.31	967
30456	chr6	5135253	5135915	5135253	5135915	9.73	333
30462	chr6	5898410	5899005	5898410	5899005	23.83	817
30477	chr6	7442563	7443453	7442563	7443453	16.43	253
30489	chr6	8227923	8228241	8227923	8228241	35.91	423
30490	chr6	8368382	8369412	8368382	8369412	8.12	279
30501	chr6	9273819	9274953	9273819	9274953	19.23	937
30522	chr6	10264417	10265330	10264417	10265330	59.9	1960
30524	chr6	10293995	10294140	10293995	10294140	18.44	336
30552	chr6	13882548	13883852	13882548	13883852	38.9	1310
30565	chr6	15666748	15667668	15666748	15667668	17.84	594
30572	chr6	16884966	16886109	16884966	16886109	20.27	843
30609	chr6	19676399	19677445	19676399	19677445	17.33	577
30612	chr6	19685572	19686529	19685572	19686529	18.85	929
30631	chr6	22052727	22053754	22052727	22053754	35.95	1784
30649	chr6	23685995	23686324	23685995	23686324	34.4	396
30650	chr6	23743261	23745947	23743261	23745947	20.88	1261
30657	chr6	24325357	24327822	24325357	24327822	12.92	638
30661	chr6	24811805	24818032	24811805	24818032	70.39	2375
30662	chr6	24879111	24879424	24879111	24879424	16.53	317
30697	chr6	28897460	28898086	28897460	28898086	10.77	369
30711	chr6	29650415	29651088	29650415	29651088	11.69	389
30712	chr6	29685294	29688242	29685294	29688242	52.97	1018
30745	chr6	29814959	29815584	29814959	29815584	5.86	141
30748	chr6	29843099	29843361	29843099	29843361	8.39	161
30741	chr6	29920446	29923016	29920446	29923016	16.41	421
30747	chr6	30207802	30208224	30207802	30208224	38.01	1302
30797	chr6	30994016	30995083	30994016	30995083	13.11	449
30796	chr6	31193275	31194538	31193275	31194538	37.16	1274
30790	chr6	31211511	31213175	31211511	31213175	11.74	102
30778	chr6	31274244	31279581	31274244	31279581	18.13	741
30784	chr6	31276897	31279418	31276897	31279418	8.22	129
30787	chr6	31292091	31293878	31292091	31293878	44.59	2128
30782	chr6	31421419	31424501	31421419	31424501	26.47	509
4792	chr6	31953039	31958552	31953039	31958552	13.25	472
30821	chr6	32247470	32248668	32247470	32248668	5.65	188
30824	chr6	32315459	32316338	32315459	32316338	11.11	289
30827	chr6	32377876	32378653	32377876	32378653	37.58	722
30890	chr6	32514817	32516267	32514817	32516267	89.77	2386
30908	chr6	32512655	32513034	32512655	32513034	65.72	2251
30876	chr6	32561729	32564735	32561729	32564735	12.58	113
30882	chr6	32594404	32596506	32594404	32596506	20.85	240
30891	chr6	32593358	32594248	32593358	32594248	16.94	449
30907	chr6	32614929	32615258	32614929	32615258	65.2	1733
30895	chr6	32623532	32624604	32623532	32624604	76.23	1982
30897	chr6	32624896	32625863	32624896	32625863	77.7	2021
30868	chr6	32642935	32648031	32642935	32648031	37.95	1300
30909	chr6	32676561	32677027	32676561	32677027	69.76	2408
30886	chr6	32778681	32779821	32778681	32779821	45.95	2238
30925	chr6	33026687	33028640	33026687	33028640	49.99	1712
30926	chr6	33125923	33126848	33125923	33126848	31.57	1085
30930	chr6	33292908	33295403	33292908	33295403	9.33	239
30935	chr6	33493151	33493968	33493151	33493968	5.76	105
30937	chr6	33572537	33574190	33572537	33574190	6.01	200
30939	chr6	33583108	33585950	33583108	33585950	48.12	1649
30940	chr6	33583986	33585328	33583986	33585328	11.21	400
30953	chr6	34317076	34319406	34317076	34319406	5.3	261
30969	chr6	36581729	36582601	36581729	36582601	6.1	203
30973	chr6	37294953	37295275	37294953	37295275	24.39	281
30976	chr6	37851224	37852576	37851224	37852576	19.22	661
30998	chr6	41618833	41619283	41618833	41619283	6.25	120
31001	chr6	41864732	41865301	41864732	41865301	23.24	796
31009	chr6	42837379	42839298	42837379	42839298	10.25	352
31045	chr6	47564784	47565841	47564784	47565841	6.82	105
31069	chr6	50765956	50766267	50765956	50766267	40.9	795
31089	chr6	52626258	52626997	52626258	52626997	6.91	177
31091	chr6	52792918	52796436	52792918	52796436	7.73	199
31104	chr6	54417674	54418926	54417674	54418926	7.56	201
31119	chr6	55341737	55342333	55341737	55342333	17.6	338
31144	chr6	57284825	57289121	57284825	57289121	8.58	289
31158	chr6	57423085	57429185	57423085	57429185	12.02	408
31159	chr6	57622892	57628682	57622892	57628682	22.43	1105
31162	chr6	58602714	58608401	58602714	58608401	6.28	161
31185	chr6	61901253	61904725	61901253	61904725	28.43	930
31209	chr6	63597636	63598982	63597636	63598982	20.55	1015
31214	chr6	64666792	64668371	64666792	64668371	23.93	806
31215	chr6	64667009	64668266	64667009	64668266	17.05	284
31241	chr6	65347539	65349066	65347539	65349066	50	770
31236	chr6	65711486	65714754	65711486	65714754	6.17	234
31251	chr6	66595035	66595830	66595035	66595830	49.35	948
31273	chr6	67024956	67027284	67024956	67027284	6.21	159
31271	chr6	67040805	67043184	67040805	67043184	16.88	1031
31275	chr6	67042086	67043333	67042086	67043333	10.39	160
31287	chr6	69138427	69139375	69138427	69139375	9.92	341
31288	chr6	69142163	69143107	69142163	69143107	6.67	128
31299	chr6	70190684	70192279	70190684	70192279	34.86	1161
31324	chr6	72863798	72867828	72863798	72867828	7.75	277
31327	chr6	73221984	73222806	73221984	73222806	9.85	328
31352	chr6	74832503	74833459	74832503	74833459	5.13	131
31354	chr6	74865431	74866584	74865431	74866584	44.02	846
31356	chr6	74868414	74869550	74868414	74869550	7.22	192
31357	chr6	74932709	74933071	74932709	74933071	53.24	1824
31359	chr6	75303881	75304335	75303881	75304335	17.93	344
31377	chr6	77098103	77099368	77098103	77099368	25.37	681
31461	chr6	86623853	86625880	86623853	86625880	32.15	1103
31484	chr6	88285742	88286284	88285742	88286284	23.39	449
31490	chr6	88801147	88802416	88801147	88802416	10.51	519
31492	chr6	89424151	89424460	89424151	89424460	17.88	343
31496	chr6	89841956	89846888	89841956	89846888	5.85	150
31497	chr6	89921680	89922196	89921680	89922196	53.36	2631
31519	chr6	93575151	93578894	93575151	93578894	5.83	289
31552	chr6	95193323	95194337	95193323	95194337	43.86	1503
31554	chr6	95193347	95194309	95193347	95194309	44.56	729
31567	chr6	96852810	96853152	96852810	96853152	48	553
31582	chr6	98595581	98598036	98595581	98598036	5.09	175
31587	chr6	100034542	100035354	100034542	100035354	79.34	3920
31596	chr6	100537902	100539252	100537902	100539252	20.5	702
31598	chr6	101482770	101487006	101482770	101487006	6.28	161
31599	chr6	101494425	101496588	101494425	101496588	8.08	207
31610	chr6	102814992	102815873	102814992	102815873	18.47	912
31624	chr6	103762970	103763134	103762970	103763134	6.93	133
31640	chr6	105260871	105265154	105260871	105265154	23.34	1150
31641	chr6	105260861	105262595	105260861	105262595	12	428
31685	chr6	110476725	110479767	110476725	110479767	16.11	309
31690	chr6	111071012	111071568	111071012	111071568	29.55	1015
31709	chr6	114223973	114225052	114223973	114225052	35.88	1749
31738	chr6	119012244	119013926	119012244	119013926	22.18	747
31764	chr6	121797438	121798052	121797438	121798052	21.99	753
31765	chr6	121808931	121809164	121808931	121809164	15.64	300
31769	chr6	122080338	122083405	122080338	122083405	7.42	190
31808	chr6	126182194	126186519	126182194	126186519	18.99	730
31810	chr6	126468008	126468246	126468008	126468246	58.13	1545
31838	chr6	131418011	131418980	131418011	131418980	21.73	732
31857	chr6	133341686	133348139	133341686	133348139	11.52	101
31861	chr6	133745771	133747365	133745771	133747365	10.7	286
31868	chr6	134268951	134269719	134268951	134269719	37.43	1823
31898	chr6	136851633	136852989	136851633	136852989	19.24	662
31900	chr6	137313691	137314187	137313691	137314187	70.29	2427
31907	chr6	138947734	138948055	138947734	138948055	30.73	354
31908	chr6	139602305	139607187	139602305	139607187	19.22	949
31909	chr6	139603760	139606906	139603760	139606906	13.17	506
31911	chr6	139602667	139602984	139602667	139602984	11.47	132
31927	chr6	140952890	140953178	140952890	140953178	68.17	801
31941	chr6	142110655	142115102	142110655	142115102	5.93	152
31955	chr6	144195319	144199855	144195319	144199855	7.71	257
31961	chr6	145127690	145128021	145127690	145128021	14.85	285
31965	chr6	145705436	145706545	145705436	145706545	13	641
32018	chr6	151485913	151486960	151485913	151486960	40.61	1395
32047	chr6	154446915	154447237	154446915	154447237	71.31	840
32056	chr6	154825768	154826971	154825768	154826971	6.33	169
32082	chr6	158548262	158549119	158548262	158549119	11.45	102
32085	chr6	158876075	158876404	158876075	158876404	35.05	673
32089	chr6	159125885	159126522	159125885	159126522	8.82	161
32095	chr6	159352734	159353788	159352734	159353788	14.07	482
32106	chr6	160086571	160088519	160086571	160088519	9.12	152
32128	chr6	161726307	161727876	161726307	161727876	10.95	376
32172	chr6	162403245	162404952	162403245	162404952	11.68	224
32167	chr6	162583522	162587286	162583522	162587286	9.68	408
32188	chr6	163747977	163748168	163747977	163748168	15.19	175
32198	chr6	164543223	164547132	164543223	164547132	20.92	873
32199	chr6	164544374	164546399	164544374	164546399	5.99	214
4995	chr6	167161656	167163213	167161656	167163213	12.21	188
32223	chr6	167197702	167198149	167197702	167198149	28.82	304
32228	chr6	167488158	167489433	167488158	167489433	22.93	366
32243	chr6	168135825	168136530	168135825	168136530	10.23	118
32287	chr6	169012955	169013136	169012955	169013136	11.93	126
32289	chr6	169143017	169143255	169143017	169143255	11.99	230
32329	chr6	169591903	169592289	169591903	169592289	12.67	243
32343	chr6	170554745	170556792	170554745	170556792	32.86	347
32358	chr6	170575839	170576802	170575839	170576802	11.13	381
32368	chr6	170767974	170769350	170767974	170769350	15.27	393
4726	chr6	327573	368705	327573	368705	16.44	2445
30419	chr6	2568026	2571957	2568026	2571957	7.37	363
30484	chr6	8337646	8341595	8337646	8341595	15.2	1054
30526	chr6	10657926	10660840	10657926	10660840	8.9	228
30576	chr6	17376711	17381475	17376711	17381475	10.91	539
30597	chr6	19040969	19050431	19040969	19050431	15.07	814
30629	chr6	22050322	22055437	22050322	22055437	34.05	1207
30632	chr6	22167186	22175940	22167186	22175940	8.98	225
30665	chr6	25529870	25530011	25529870	25530011	23.07	448
4753	chr6	26737017	26760784	26737017	26760784	13.84	493
4756	chr6	26739614	26748928	26739614	26748928	18.74	471
30680	chr6	26739614	26748928	26739614	26748928	35.11	1406
4755	chr6	26875833	26884508	26875833	26884508	24.14	498
30729	chr6	29837200	29849273	29837200	29849273	15.03	460
30733	chr6	29843490	29850131	29843490	29850131	54.7	2064
30773	chr6	31219497	31229823	31219497	31229823	6.1	191
30774	chr6	31279146	31288033	31279146	31288033	14.45	729
30842	chr6	32454932	32478435	32454932	32478435	60.45	2525
30852	chr6	32461313	32468854	32461313	32468854	58.39	2428
4803	chr6	32554538	32594448	32554538	32594448	12.19	328
30837	chr6	32524286	32572663	32524286	32572663	9.6	342
30840	chr6	32521664	32549356	32521664	32549356	16.27	558
30843	chr6	32516836	32541693	32516836	32541693	9.8	335
30845	chr6	32627550	32648423	32627550	32648423	6.23	160
30856	chr6	32604936	32616132	32604936	32616132	56.06	2059
30943	chr6	33937182	33943913	33937182	33943913	10.11	634
30964	chr6	35626430	35629746	35626430	35629746	42.06	2545
4836	chr6	35754107	35766678	35754107	35766678	68.78	1749
31053	chr6	48930496	48938384	48930496	48938384	10.43	632
31081	chr6	51739375	51745833	51739375	51745833	24.65	479
4854	chr6	53928851	53935286	53928851	53935286	9.12	143
31099	chr6	53927708	53934750	53927708	53934750	10.62	1772
31100	chr6	53929726	53936189	53929726	53936189	34.1	842
